5000,I,31,82,93,42,70,76,63,27,71,4,
19,5,81,2,99,13,61,7,2,8,
28,75,37,26,16,78,25,61,50,3,
12,25,64,86,18,36,6,31,27,52,
18,79,94,87,65,85,42,73,37,51,
14,8,74,33,14,24,13,46,59,18,
70,23,4,71,36,21,47,72,41,31,
66,40,16,27,91,76,23,23,56,7,
36,99,15,86,91,73,9,21,29,77,
73,46,52,3,99,17,95,5,17,90,
83,61,87,31,97,15,14,25,58,30,
30,4,45,57,60,61,76,55,61,20,
42,32,69,94,11,10,82,9,96,87,
41,53,96,25,37,69,91,69,69,74,
71,65,8,63,92,51,47,78,24,91,
63,2,7,5,20,98,27,34,21,64,
11,81,25,17,37,7,21,69,78,87,
30,90,21,4,50,22,22,19,2,36,
24,5,95,86,88,25,38,85,77,74,
4,8,21,4,53,96,25,43,63,87,
44,60,11,30,64,75,72,61,22,20,
95,96,91,10,25,65,98,84,2,75,
96,46,74,41,85,68,79,59,9,82,
3,21,55,48,58,41,84,50,41,33,
88,86,60,6,37,92,69,75,92,75,
30,9,80,82,93,3,76,54,53,100,
96,54,4,76,90,6,56,60,26,53,
14,66,65,45,37,37,66,60,34,55,
3,20,40,55,57,98,75,9,72,4,
5,7,22,8,84,63,6,96,92,83,
61,24,32,27,8,57,36,21,83,3,
46,21,41,76,53,36,80,90,53,79,
3,95,25,20,55,9,41,68,2,69,
92,61,94,83,20,57,49,50,4,47,
15,91,15,98,32,100,65,33,96,3,
51,42,9,72,78,38,52,99,32,51,
58,49,50,38,84,2,29,7,32,48,
88,91,86,78,74,82,12,11,4,17,
85,67,40,2,4,42,99,85,36,76,
33,13,30,57,95,47,91,66,26,66,
14,75,73,88,81,98,74,76,55,28,
33,85,16,23,50,2,50,76,58,42,
23,14,3,94,55,43,27,48,99,41,
62,30,62,55,83,99,15,5,21,25,
91,73,22,57,56,100,59,59,22,84,
93,81,89,7,92,9,12,28,86,52,
89,80,46,38,88,44,41,8,60,98,
37,81,19,29,77,40,34,4,68,64,
69,37,17,29,75,30,66,14,26,60,
7,100,36,16,70,34,49,63,77,54,
89,24,67,71,88,12,71,70,4,61,
97,50,54,71,74,39,81,39,46,7,
99,92,4,56,44,64,50,72,12,98,
53,1,96,85,43,59,89,38,16,41,
52,9,86,88,17,90,48,22,1,73,
72,21,13,2,87,70,78,19,82,41,
58,3,6,38,12,92,13,22,58,22,
27,30,21,70,94,59,79,94,58,79,
93,54,40,71,28,40,73,89,29,31,
21,80,77,60,40,13,54,9,49,72,
11,79,54,48,20,15,35,51,34,19,
94,65,8,53,93,39,78,52,14,47,
53,59,72,90,7,23,27,93,72,48,
6,32,41,18,83,20,84,64,39,23,
61,65,46,65,59,90,1,17,49,84,
65,69,98,46,95,26,27,70,79,75,
9,1,30,99,19,20,39,5,41,84,
59,44,9,64,11,51,20,66,82,6,
33,10,52,70,9,90,34,38,30,87,
75,6,6,12,47,72,62,29,50,77,
84,29,34,57,12,12,53,50,94,31,
9,46,68,12,37,91,25,30,21,58,
87,53,32,31,25,42,41,32,28,85,
43,72,100,30,90,79,77,42,75,51,
78,18,42,16,4,97,17,95,79,90,
75,87,78,80,38,14,32,61,50,63,
60,1,88,52,1,3,5,97,28,80,
47,65,98,43,24,5,68,5,28,71,
98,78,1,73,32,47,81,78,15,94,
93,20,71,47,51,62,63,80,77,12,
62,55,11,61,41,39,56,40,69,76,
74,30,74,51,24,63,52,32,21,71,
57,14,81,71,91,64,41,80,59,42,
88,28,90,96,44,62,87,16,91,94,
54,18,94,41,23,43,53,50,54,10,
53,63,38,7,7,22,27,25,98,2,
84,83,78,56,100,93,94,53,49,4,
99,7,55,67,1,64,26,11,55,1,
66,26,42,15,98,79,55,18,95,33,
2,16,34,80,5,16,93,4,76,74,
94,81,5,62,44,95,76,82,90,23,
45,21,61,18,60,14,73,12,25,50,
27,91,68,1,30,29,11,69,80,88,
48,88,58,73,20,19,6,70,33,36,
83,64,94,26,90,59,75,1,60,76,
4,76,64,69,50,93,55,39,62,15,
85,100,96,51,2,90,78,75,40,29,
60,25,2,100,59,67,14,57,99,11,
51,22,2,32,90,34,66,85,53,68,
72,62,41,62,81,41,13,58,25,70,
18,2,15,70,74,17,84,40,39,48,
40,66,64,13,45,95,3,54,9,97,
97,90,14,24,26,61,67,59,43,48,
2,15,61,26,56,18,51,77,33,83,
19,37,81,82,81,35,14,48,45,93,
74,68,22,28,7,92,35,17,54,68,
68,84,65,99,68,98,80,6,14,62,
86,69,50,58,7,64,45,47,8,81,
35,15,91,99,20,85,97,28,33,14,
9,50,65,70,58,50,11,48,19,94,
74,67,14,85,38,13,38,76,61,65,
17,91,74,20,62,9,52,19,46,36,
34,72,6,13,1,94,44,67,15,42,
41,1,35,39,6,16,37,36,30,1,
92,49,12,52,37,68,25,15,1,97,
3,30,65,71,87,90,5,92,40,26,
43,38,54,68,62,4,38,33,11,61,
78,52,34,43,20,8,76,55,50,52,
15,71,36,23,95,63,97,69,100,16,
15,44,71,66,65,26,82,41,6,38,
2,51,80,96,7,7,54,47,27,41,
17,49,67,76,69,77,38,60,84,29,
42,34,59,77,24,53,51,68,51,6,
58,11,64,70,2,26,96,18,46,60,
99,86,72,58,59,30,41,92,20,11,
99,74,7,94,80,56,65,23,96,73,
85,75,61,5,28,81,45,90,12,30,
47,15,15,15,98,54,58,64,50,76,
13,58,100,34,76,29,76,86,74,35,
84,78,65,4,4,48,39,46,85,59,
60,84,67,57,7,86,46,70,21,59,
42,40,31,83,41,90,48,53,61,10,
40,79,3,46,62,33,64,75,16,60,
61,65,42,5,28,98,56,21,9,97,
70,45,18,40,36,28,51,21,23,64,
36,17,29,78,77,62,77,82,98,59,
27,47,23,98,20,59,43,29,17,74,
43,16,20,35,34,5,68,35,62,25,
62,4,25,98,56,52,65,38,40,56,
89,83,16,35,85,31,18,4,76,79,
58,35,12,98,79,57,61,39,73,78,
5,58,52,39,68,54,10,58,32,37,
42,5,72,72,72,48,64,71,54,6,
47,87,60,90,79,40,88,56,97,85,
81,67,54,69,41,7,61,93,25,78,
78,52,68,34,98,22,62,75,84,40,
10,19,91,30,46,57,49,93,78,54,
52,92,68,73,79,62,42,6,83,30,
16,65,75,98,32,92,76,4,67,70,
37,90,93,73,2,59,84,55,59,34,
45,97,95,19,80,99,25,32,26,7,
36,54,7,71,26,80,9,77,66,94,
5,90,82,62,72,86,22,35,23,100,
83,67,78,7,46,31,83,19,4,100,
61,1,42,60,35,77,77,61,3,7,
48,82,50,56,85,87,14,57,16,58,
53,40,65,79,60,90,9,67,16,68,
68,73,8,94,6,53,15,33,6,62,
11,77,86,57,46,50,48,87,75,98,
68,35,81,59,55,55,3,68,79,76,
32,82,33,20,57,41,55,76,3,53,
62,59,27,66,35,22,83,26,40,7,
12,5,13,78,52,1,67,34,16,79,
2,42,62,61,22,33,95,14,71,14,
40,15,65,87,38,72,100,14,67,34,
68,17,71,58,77,45,60,14,26,77,
98,10,76,60,78,5,96,59,99,97,
20,95,73,33,70,70,93,38,73,20,
42,24,46,45,31,49,34,98,76,42,
53,8,81,61,54,67,4,79,15,70,
11,26,19,14,62,18,35,94,70,24,
34,90,2,43,84,43,97,22,81,5,
16,29,41,70,90,52,7,2,1,81,
11,31,66,86,12,48,12,45,22,28,
8,70,47,56,17,38,100,49,3,69,
34,79,41,51,21,63,75,47,29,18,
48,8,87,94,96,75,55,76,74,92,
64,7,40,4,63,87,2,23,80,98,
8,31,97,67,90,85,59,16,87,30,
94,70,97,56,13,70,94,42,28,18,
8,98,93,49,93,30,23,95,18,9,
12,80,4,30,89,98,80,1,25,77,
31,33,72,23,49,86,63,96,11,51,
62,72,54,39,16,66,59,72,16,63,
36,8,26,40,40,39,55,36,5,77,
25,53,49,100,45,49,79,24,82,95,
64,51,10,72,29,51,39,27,54,34,
87,84,4,28,48,17,63,47,23,20,
39,79,68,9,36,63,81,91,11,64,
18,84,27,68,44,94,96,74,72,60,
59,36,67,89,50,45,12,39,13,88,
73,63,2,17,97,32,20,98,10,37,
10,97,87,71,74,16,56,91,28,12,
64,80,13,47,39,19,15,67,20,92,
59,16,9,20,52,57,66,3,22,2,
38,48,23,78,76,51,4,86,90,51,
12,33,31,96,20,53,74,54,82,34,
41,50,32,98,51,20,35,37,89,58,
93,13,31,56,70,33,10,81,10,53,
9,41,8,74,93,39,9,87,97,81,
80,19,86,81,88,85,38,62,66,24,
55,88,9,93,71,36,88,17,13,72,
15,11,98,34,60,33,74,98,7,66,
16,96,47,24,1,42,48,75,67,91,
46,50,24,13,11,80,95,5,88,14,
85,93,3,99,29,73,21,11,65,84,
98,21,95,100,37,54,64,49,27,19,
50,23,14,83,56,7,66,32,26,51,
94,80,22,71,19,73,26,47,54,41,
63,70,67,31,50,37,14,78,28,5,
33,77,55,49,58,19,83,35,2,20,
74,37,42,99,96,23,70,5,65,83,
35,85,68,48,53,62,84,58,48,98,
13,74,38,97,70,66,10,90,36,20,
76,99,1,99,13,55,42,24,56,15,
42,50,53,41,16,37,96,25,86,84,
97,80,11,42,7,75,66,45,79,24,
88,76,7,71,24,50,98,32,73,39,
41,39,40,24,39,3,11,45,29,79,
64,51,89,59,14,86,35,19,36,67,
52,49,47,71,75,55,11,74,34,78,
33,24,18,29,64,52,69,1,96,6,
11,70,50,26,98,62,53,41,75,25,
96,51,30,93,21,70,21,19,50,98,
35,41,70,58,70,53,2,90,100,26,
48,73,98,89,56,57,82,23,61,65,
77,65,42,90,23,16,58,88,79,79,
17,87,27,69,36,78,46,27,98,39,
62,38,83,65,6,76,17,33,36,5,
74,74,88,100,62,52,86,43,73,71,
83,35,7,49,82,39,18,11,52,84,
11,35,70,29,53,16,48,23,90,78,
5,36,68,73,45,100,27,12,20,96,
88,16,93,67,33,63,47,97,9,78,
62,2,27,58,77,86,78,54,31,35,
16,27,76,8,15,94,18,54,63,18,
71,33,89,14,60,7,99,53,18,85,
1,18,40,46,80,90,85,35,81,100,
88,98,20,57,49,17,62,56,34,3,
48,95,26,76,5,46,32,31,57,12,
31,81,94,32,76,97,91,94,41,64,
92,98,81,85,53,15,68,87,26,72,
17,97,47,71,89,79,95,19,89,4,
83,44,39,91,20,44,96,45,68,4,
34,91,73,79,36,48,14,26,90,42,
91,77,20,6,11,17,4,28,93,59,
100,68,36,60,68,57,82,1,48,72,
6,92,98,69,25,67,73,88,22,86,
14,6,13,64,90,49,14,78,32,77,
1,86,32,48,29,9,93,85,22,7,
6,33,55,76,15,18,51,80,2,87,
86,66,21,67,84,48,35,57,10,74,
73,41,24,45,13,53,30,82,63,46,
82,91,48,3,13,41,9,54,57,88,
33,15,66,10,97,14,31,38,23,48,
44,96,73,40,2,36,32,41,27,80,
8,44,43,5,69,8,1,54,51,62,
21,87,6,18,74,39,48,33,52,66,
55,53,16,76,26,86,15,50,8,86,
24,6,3,83,52,29,2,19,27,48,
53,88,21,30,47,26,78,45,18,10,
49,19,54,52,6,91,3,31,75,4,
17,7,48,9,65,63,31,25,2,24,
19,38,75,14,6,96,86,54,61,27,
33,63,59,9,77,9,54,53,17,19,
33,1,68,75,45,9,93,20,66,88,
85,95,88,74,22,18,95,86,43,29,
64,94,27,10,22,42,3,100,47,85,
26,30,78,74,28,12,81,65,27,86,
86,64,67,16,36,12,41,82,79,24,
100,97,47,26,16,97,49,75,44,21,
31,16,73,8,66,42,61,85,41,82,
87,61,51,61,89,91,81,21,60,49,
81,61,67,49,54,14,58,10,54,95,
72,48,100,49,3,33,25,18,91,46,
96,99,6,41,93,41,18,36,96,73,
51,94,63,2,19,29,85,50,23,28,
19,76,88,5,70,93,78,45,83,2,
7,27,8,1,91,59,48,57,19,52,
41,83,63,27,91,78,53,93,23,75,
94,95,65,82,51,1,11,68,37,21,
7,53,52,12,51,11,30,41,51,55,
18,85,95,72,59,91,98,78,32,17,
74,97,64,59,48,6,18,58,14,97,
96,67,67,88,39,65,27,26,92,16,
47,35,2,36,24,67,76,90,55,78,
12,53,96,35,4,96,59,60,7,81,
50,12,52,57,69,82,3,98,50,85,
16,45,44,57,52,50,78,73,33,32,
72,49,45,9,66,14,30,50,64,47,
64,27,16,55,44,29,53,64,44,7,
60,2,94,18,90,36,78,21,30,66,
90,21,23,83,76,38,15,65,70,61,
93,96,29,30,96,35,88,21,69,89,
86,73,47,26,91,97,37,12,51,63,
72,61,91,93,25,98,80,74,29,29,
29,5,15,94,4,44,22,11,85,35,
64,38,54,54,89,19,86,69,4,18,
71,66,47,82,85,52,26,99,25,2,
42,54,26,22,34,14,19,36,81,40,
38,41,21,78,95,60,16,81,35,26,
81,6,98,44,21,98,71,67,14,21,
76,59,79,59,22,84,62,59,33,89,
19,29,67,74,97,39,89,81,10,55,
7,87,62,23,89,84,12,45,22,36,
44,17,92,91,84,72,24,96,6,18,
99,37,58,48,4,34,16,2,41,59,
76,54,45,42,76,6,28,62,89,70,
24,28,78,2,57,32,53,98,16,92,
15,39,64,27,47,85,90,85,6,9,
50,84,69,2,9,10,22,78,57,66,
76,26,43,40,10,10,20,29,2,45,
62,45,10,61,4,23,54,61,81,59,
99,28,48,94,67,62,99,75,38,92,
86,67,85,41,55,70,41,37,60,9,
66,28,3,88,9,81,92,5,98,76,
3,20,94,78,56,76,32,70,64,89,
94,55,82,55,11,49,78,48,71,100,
77,54,2,8,26,88,68,82,90,1,
21,33,38,32,96,8,61,33,45,39,
95,68,67,100,42,98,71,61,46,68,
39,75,40,23,86,81,59,76,85,45,
61,87,81,45,69,87,45,22,75,19,
10,85,29,60,69,83,56,46,70,91,
3,60,23,61,75,60,14,86,14,54,
86,69,58,91,91,68,32,81,85,47,
38,33,47,3,13,82,80,15,11,68,
94,96,3,15,33,15,5,57,66,67,
76,49,40,79,67,21,83,56,4,6,
96,67,23,59,100,58,39,12,88,1,
20,80,19,39,12,61,50,16,79,22,
45,81,13,92,15,58,31,1,44,16,
40,55,25,27,25,61,96,90,47,95,
44,68,25,82,11,93,9,54,26,37,
43,11,73,20,31,45,87,11,22,72,
80,54,41,50,29,27,37,23,16,13,
50,44,9,69,97,87,16,69,51,50,
49,6,68,96,56,19,20,3,96,38,
9,88,49,51,49,49,28,54,14,73,
96,82,11,1,75,11,68,25,3,88,
37,41,42,74,59,33,23,19,47,90,
21,90,55,87,96,98,58,38,82,25,
68,92,56,27,34,44,74,27,63,42,
29,73,79,47,66,17,42,58,21,3,
89,34,80,12,16,55,53,24,67,75,
87,11,79,6,4,17,36,79,6,9,
5,32,99,93,1,88,53,4,75,92,
84,60,100,24,55,75,77,30,4,68,
57,10,75,41,52,60,99,27,44,48,
42,36,74,5,76,56,8,84,35,59,
46,33,66,22,50,50,71,36,53,94,
88,7,51,65,13,35,50,47,22,10,
66,90,88,80,51,88,74,77,75,19,
16,29,33,34,8,92,51,69,51,14,
84,81,95,92,85,55,74,36,37,73,
41,89,18,9,54,3,7,20,95,45,
30,46,36,87,78,96,2,14,58,33,
25,14,75,42,3,84,40,32,98,44,
2,32,8,29,97,76,53,90,42,27,
93,55,10,11,70,97,53,30,96,77,
39,99,55,36,89,41,9,15,7,44,
65,85,28,94,63,37,78,29,69,20,
84,80,73,44,26,99,99,10,52,3,
22,37,42,49,78,67,18,90,65,60,
90,71,54,40,95,49,65,94,46,35,
85,59,58,35,30,91,75,23,71,70,
5,93,99,29,92,5,30,20,50,53,
38,31,5,97,83,84,76,68,96,52,
64,62,26,63,47,96,78,13,23,29,
74,46,99,31,100,94,56,81,19,98,
2,42,54,54,77,30,74,11,6,3,
18,38,72,11,17,49,100,47,15,70,
20,63,60,98,83,24,17,80,50,27,
88,30,49,85,87,54,77,86,48,9,
81,89,52,89,26,44,20,57,88,92,
30,93,29,36,56,73,100,2,62,42,
98,58,51,63,32,22,70,38,22,5,
1,23,93,80,69,12,23,62,99,14,
15,15,27,90,19,23,91,12,90,72,
35,76,73,21,58,10,82,81,83,12,
38,100,29,21,95,39,95,60,6,93,
24,8,13,48,34,7,41,70,29,78,
18,26,19,51,55,30,94,66,27,2,
62,96,31,77,63,30,34,50,40,52,
28,2,97,85,39,8,27,33,55,48,
6,92,14,4,20,47,70,96,19,56,
91,10,30,15,53,77,8,30,87,77,
6,89,23,47,96,79,48,89,73,63,
2,33,58,2,1,94,96,79,24,31,
89,28,91,7,28,1,31,41,4,67,
57,1,39,74,33,90,63,14,52,9,
25,99,64,61,92,7,96,37,24,40,
32,75,99,17,74,15,21,25,4,39,
91,66,8,84,79,89,50,57,78,75,
32,26,87,85,72,40,54,67,13,15,
35,29,91,40,18,20,44,72,18,36,
59,77,17,86,68,3,84,15,36,6,
95,33,23,22,51,70,99,6,90,99,
91,1,47,19,3,98,46,20,74,64,
94,21,57,90,61,37,26,86,64,82,
73,27,97,89,25,19,61,14,63,95,
85,47,34,12,30,58,55,90,55,62,
91,89,32,41,72,81,45,55,29,78,
17,58,48,10,43,95,99,63,48,12,
63,76,23,38,71,82,41,33,40,54,
21,45,55,1,75,31,60,52,55,69,
25,33,57,82,98,10,58,30,68,45,
97,72,3,47,63,65,29,61,56,4,
100,63,55,26,50,31,16,100,79,2,
16,63,51,61,57,71,34,47,74,63,
80,36,45,8,40,77,62,71,92,79,
39,76,86,86,71,89,93,27,3,100,
75,63,24,44,42,17,4,13,12,41,
55,89,84,62,49,38,69,63,21,93,
77,18,6,89,94,25,87,1,60,85,
4,86,67,35,74,77,58,40,44,39,
37,44,4,57,82,26,20,90,34,3,
34,95,59,41,60,62,33,82,24,95,
53,53,71,23,88,46,36,85,60,84,
3,17,87,40,95,75,13,16,21,65,
56,95,37,24,10,59,22,20,54,23,
6,90,6,59,11,82,44,92,12,81,
63,20,98,28,57,13,2,42,38,100,
67,6,98,98,40,25,62,34,4,59,
89,50,92,95,78,79,17,44,94,37,
11,36,47,32,33,56,12,11,70,46,
83,98,63,63,40,75,81,61,8,9,
66,50,47,57,47,13,25,41,37,28,
35,5,41,79,88,19,28,92,38,14,
14,36,31,11,65,57,35,20,6,25, 
